glytoucan_ac,pubchem_cid
G26692TC,56836388
G26703BH,91862307
G26705YO,11137711
G26709HU,91857756
G26713RV,91849563
G26714ZK,91856168
G26719SL,91849755
G26724PP,146016844
G26725PG,91845225
G26730QM,91853318
G26740EB,171123228
G26744ZJ,49864581
G26754XS,171123231
G26756SJ,91858688
G26756UI,91862070
G26756VT,156614392
G26762AY,156614366
G26765XD,156616129
G26768BK,91850675
G26777KI,146015985
G26795PW,91857930
G26830YK,91862496
G26835MN,91857247
G26840XK,171123236
G26877LE,156614357
G26877ST,91850318
G26881SV,91860403
G26885EH,91856581
G26892SG,91855126
G26897XI,91860847
G26899ZP,91846418
G26910SA,44519879
G26915TH,91845468
G26929DQ,53262382
G26934CO,57339247
G26935KA,146017475
G26939ZY,91852699
G26949IX,91857865
G26973VT,168361865
G26983UO,56969449
G26985TZ,91854953
G26993PZ,168361867
G27000YJ,91854502
G27001IV,171123245
G27025MB,35717
G27030ZC,146017753
G27040MJ,71297744
G27041VC,91846543
G27048LG,91849494
G27067YD,91851342
G27071PO,91849125
G27071UU,49822387
G27078LP,656440
G27110FB,91858463
G27119UQ,91859307
G27123NH,156615152
G27139SJ,71297335
G27148YF,91861515
G27149SR,91847293
G27162RL,91857907
G27164YI,156616263
G27170NH,91851961
G27171ZS,91846063
G27179AJ,91845051
G27180BG,91850664
G27185PP,14130767
G27188NC,91858542
G27192WV,91848283
G27223CU,146016705
G27223TE,91850262
G27225SN,91860724
G27236KE,10284088
G27241WX,91852219
G27243GN,91847357
G27243WR,91851257
G27248RA,91853336
G27253QP,91862052
G27255KC,156618161
G27257PZ,91861228
G27262LH,156618694
G27263RW,91854033
G27273FD,91857259
G27274RV,156614760
G27281KS,146016566
G27289CV,440655
G27290NP,146016594
G27293OK,146016122
G27297CO,146015581
G27300OX,10605104
G27303YU,78052853
G27314YB,91861183
G27316ME,91861560
G27317MD,4456135
G27318OT,156617694
G27327VV,156618556
G27338ID,91862135
G27345TX,146016998
G27384IP,91858315
G27385LP,91849743
G27389SR,91849534
G27396TN,146017835
G27400ON,146017317
G27403GX,91858054
G27405XF,71298202
G27409LG,156617806
G27419MQ,91848127
G27421EI,156618651
G27425HP,156618670
G27431EQ,91853922
G27456PF,146017134
G27473KH,91856832
G27478HS,91850419
G27491ZO,91845329
G27501HT,168361976
G27503UT,156618487
G27516AE,91855187
G27520PV,146017625
G27523II,156614543
G27526RV,146017890
G27533UP,168361984
G27535EB,91862716
G27546OZ,156614364
G27554ZJ,3411518
G27560AI,91856873
G27561QX,146015699
G27562KD,146015873
G27565SZ,91847851
G27571QK,91859060
G27576NC,91858976
G27581HP,168361997
G27587OB,71297892
G27589TC,21126521
G27602YV,168362001
G27603XJ,91859282
G27606SJ,91862154
G27609YZ,91862090
G27626TX,91862143
G27628XK,91852781
G27631HH,101350481
G27633IM,49803520
G27655DO,91853837
G27658GQ,156618529
G27669AF,91854470
G27676IJ,146016016
G27676JU,71308786
G27688CW,91861296
G27690IM,156618689
G27692UI,91858964
G27699QO,91853262
G27720WY,91860298
G27726WH,156614396
G27747YT,156618699
G27749HZ,91859555
G27751YT,91850823
G27755TN,91860037
G27775IZ,91852665
G27776KI,11211263
G27776PG,91860215
G27780SA,91854230
G27781JL,91858016
G27783HI,91845602
G27783SY,156616479
G27786ED,46931125
G27796IG,171123289
G27798EJ,5459926
G27802LV,156618880
G27809HS,91850905
G27817KG,91857262
G27818GJ,90659848
G27829QB,91853868
G27836TV,101669158
G27839GC,91862755
G27844UM,91850008
G27865GU,91850168
G27870HB,91854615
G27872PV,91847908
G27874QL,71297648
G27875ET,71298373
G27888XB,91862453
G27889FI,91851191
G27893KR,91857412
G27911BB,91859317
G27919IH,91846067
G27929ZE,71297922
G27941QU,91861066
G27946NT,91845846
G27957OQ,146016130
G27960EQ,91862518
G27967WE,146017615
G27974HN,91846386
G27995KI,91852713
G28005AF,156615140
G28008YF,156617695
G28052FT,91825691
G28056PS,91848179
G28059ZR,168362081
G28061KQ,86291167
G28072NK,91860709
G28073DK,91849371
G28086YG,91854580
G28093FL,171123311
G28095OP,168362087
G28106CM,146017720
G28114SX,146016479
G28116PK,91853814
G28132XE,91861015
G28146GV,91849990
G28148HG,6326183
G28153DH,146016295
G28165JK,74539954
G28174GA,91847449
G28185IZ,102319080
G28214DB,14055817
G28218GE,91853026
G28223MN,77908592
G28226YW,146015606
G28228II,90686734
G28233ME,91857880
G28245SF,168362114
G28247OU,146016631
G28248WK,91858385
G28261RX,91845406
G28270TZ,91857038
G28273XW,171123319
G28274SP,91848635
G28281DE,156615317
G28285NI,162975810
G28288SL,91858588
G28298VW,91852419
G28320RB,156617556
G28324XZ,73796479
G28326EU,91856026
G28327SH,91854170
G28330DZ,71297836
G28330EF,91860285
G28331VY,91861287
G28337WM,146017642
G28342JD,21336145
G28355WG,91853185
G28359NZ,168362140
G28371PC,91846591
G28384MU,146017140
G28405NV,91853739
G28420BK,86289500
G28424EC,87056870
G28436PZ,91850641
G28436VD,91849708
G28438DM,156618692
G28440QS,156617587
G28449NP,91858690
G28454KX,91848774
G28459KM,91855651
G28466RE,91848359
G28468KU,168362169
G28472JY,100972089
G28477UY,91844956
G28502IW,168362177
G28505XN,91853892
G28524WC,156618655
G28528AG,91857449
G28550OD,91851401
G28553JC,10869261
G28558PZ,91851564
G28562FF,91851173
G28566CQ,91847097
G28567WX,77908761
G28568HS,156614338
G28582XU,101111153
G28593UU,156618486
G28599FB,156614936
G28604UG,156616264
G28615QI,146016146
G28618DF,101580306
G28637OT,91854692
G28651UO,146017364
G28654UV,71297426
G28659UB,71297894
G28663KH,70698312
G28678TH,91845061
G28694FA,91850711
G28707FT,91855686
G28720MP,71297465
G28723UT,146016798
G28736DK,91850020
G28743EB,156615827
G28747XN,91846548
G28750LN,91852868
G28754WB,146015827
G28756KZ,171123353
G28756TJ,156618550
G28800UK,14647417
G28801XY,91855312
G28817KG,91846314
G28846QB,156618846
G28855FB,91853870
G28856KD,168362246
G28868PL,91854303
G28868ZC,44611588
G28877HV,146016571
G28878FC,91856670
G28882QV,71297593
G28885XK,146017237
G28891SF,93535596
G28896CL,71297715
G28911EK,71298372
G28913LZ,171933402
G28947UJ,91862023
G28948UC,91856150
G28957FB,156614493
G28960YA,71298061
G28962GO,91848887
G28968FQ,14497273
G28972VP,156616472
G28987BJ,91852741
G28989XR,156619267
G28998FZ,91854027
G29003YB,91847931
G29011DA,91856172
G29011JC,91858077
G29014XV,70678969
G29024OJ,71297551
G29025YS,91851021
G29026MS,146016538
G29039FY,146016143
G29042WW,91858387
G29046MX,146015918
G29056SI,91860695
G29057GU,91859751
G29063PN,91861072
G29064GI,91853708
G29065KQ,146016066
G29070AW,91845443
G29074HW,91854503
G29078QN,91858525
G29084XK,91854509
G29091RS,91862482
G29100FF,156614479
G29112GC,156615076
G29130SY,91856201
G29138OW,71297764
G29139RS,86291195
G29142KQ,56620703
G29144HY,71298347
G29147GG,91845848
G29157QS,91858209
G29159BL,91855371
G29159YJ,91847747
G29159ZA,91852575
G29191MN,156619245
G29191ST,91851014
G29192AY,168362309
G29197GH,156615157
G29213NK,91859401
G29231AT,91859886
G29234ZK,5230271
G29237TW,91852379
G29247YS,91854372
G29248WR,91858171
G29284FB,10191444
G29288DT,91854145
G29290EB,91847596
G29290QO,171123387
G29298GZ,91856607
G29301NP,5288743
G29301RL,156614840
G29313LW,11099946
G29316WB,91845336
G29326OK,91853689
G29348ES,156615033
G29348FH,91861370
G29352IK,13915947
G29369RY,56608387
G29377XJ,91853114
G29386CS,91861720
G29391VY,91849027
G29393FW,146016171
G29402GQ,71297354
G29406SZ,91860961
G29427FS,10164193
G29432PD,146017201
G29434RB,91851747
G29434SO,146015994
G29440SE,70788985
G29441UP,156617443
G29443MC,91847248
G29443OC,171123395
G29445ZK,91854885
G29449JO,91859760
G29451DX,156616140
G29461HI,91852966
G29470MA,91862769
G29477YV,171123398
G29481IZ,91845962
G29483FZ,91849229
G29487JS,10303842
G29489PN,71298219
G29492IF,91848580
G29495CE,91861586
G29519AS,91854697
G29524AT,156614624
G29527KD,168362371
G29538OP,132500879
G29538VM,171123401
G29539ZA,91855903
G29548YX,70678946
G29549OQ,146017549
G29570QA,51351734
G29584FT,91848538
G29584RP,72551442
G29587NV,146015845
G29596BW,4432630
G29615GQ,156615121
G29616NS,91857252
G29616YV,124708551
G29617QF,91847651
G29619BL,91846620
G29622NE,91845115
G29628IK,91851842
G29630IH,71297850
G29633ZY,71297823
G29643GJ,91854480
G29644TC,91856552
G29665AE,91858365
G29676WX,91845597
G29680KY,156614753
G29689MA,21043533
G29695SR,71297887
G29699YO,168362402
G29703NT,90659858
G29705AO,91857959
G29706UC,156616157
G29706YY,156618338
G29715QQ,101236704
G29729BX,91857086
G29729DB,91854295
G29747DB,54557136
G29751MN,51351775
G29764SO,91860042
G29772ZW,171123415
G29777ZC,91849365
G29778LL,139031799
G29783MB,91860429
G29787UO,91851901
G29797YX,91848395
G29799SM,91846772
G29800ED,156614658
G29803MG,91852604
G29818DV,168362432
G29849JL,71298286
G29849KU,91862596
G29850BY,91850079
G29857PJ,91858424
G29857RC,10606585
G29867LB,91848441
G29870RM,91851129
G29884LW,91861979
G29895LZ,91861417
G29905OR,91853849
G29907JM,91853086
G29908ZA,156615831
G29909LG,22609086
G29911KU,168362454
G29911XO,91847577
G29914BX,91857228
G29923RP,156616422
G29924NS,168362457
G29931YE,156614565
G29941TA,171123420
G29949IO,91856751
G29956GF,156619290
G29965VW,71297511
G29966LR,5459972
G29966WK,146017175
G29971IY,91851940
G29972ZX,146017972
G29995RP,91845063
G30007FD,156615126
G30011UP,102275219
G30011VO,91862645
G30025VG,156448434
G30035MO,91859801
G30048YR,156614539
G30055DT,146015489
G30060ZO,91851155
G30062BR,91861524
G30085SO,91855098
G30086CM,91846477
G30098OV,102155744
G30100JM,91852221
G30101IY,21954312
G30109UP,91854494
G30115SP,91859300
G30131YB,91850096
G30142GT,91859058
G30156FT,146017181
G30159WR,91851037
G30164DH,156618408
G30187JM,91849390
G30192OA,91845085
G30207PZ,5289366
G30212HV,156617032
G30216KF,131769795
G30216ZQ,24777
G30233OG,91853827
G30239EK,91855305
G30241UB,91857830
G30255XL,71298162
G30265AO,146015987
G30284BK,71298489
G30285SX,44229007
G30292OP,91859262
G30293NE,91862114
G30294CC,91851695
G30295SC,71297388
G30296PK,91854628
G30299SS,146015556
G30302VM,91855179
G30304IT,146017236
G30308ZS,91858874
G30309UU,56927742
G30314VR,91858471
G30319FW,91854673
G30347FC,91862087
G30350VC,10892749
G30352SX,91845361
G30352TK,53966394
G30356CR,156614655
G30370YC,91851843
G30372CO,91859621
G30372WK,91860538
G30377PI,91854812
G30392XP,146016585
G30395OK,91850420
G30416OM,91859440
G30427RI,156616917
G30434GV,156614616
G30434QC,91850421
G30437YI,91845235
G30447IO,168362559
G30447NS,71297905
G30458QX,9547947
G30460NZ,91861267
G30471GP,91852025
G30483FB,91849661
G30505TQ,91858130
G30511BV,91861443
G30512ZJ,91854805
G30514JJ,146015572
G30517YN,156617442
G30519DD,91850058
G30524AR,91847609
G30524IG,146015806
G30529FG,91851479
G30542PN,71297482
G30547LG,156614978
G30553WH,91856752
G30558QI,91848185
G30558XQ,70679241
G30560ZI,14367973
G30567WW,91852563
G30569KZ,91856310
G30586ZX,91972252
G30588SI,146016391
G30590EC,91854293
G30590KA,46936555
G30591GE,91846586
G30609WQ,146015509
G30618VC,91857034
G30622WV,156617761
G30627OI,146017278
G30647NK,146016669
G30651IU,91855262
G30651QG,71298481
G30655IO,124225260
G30657WR,91859940
G30666MK,91857563
G30673AC,91852257
G30681ZA,91852748
G30687DL,146017598
G30691VK,91859635
G30694RX,146016180
G30697FM,71298140
G30702UA,91862037
G30704AF,91854543
G30723RE,156618861
G30724LC,91852691
G30725CV,156614907
G30727EY,91846970
G30737ZF,146016726
G30739AG,91848382
G30762QR,91854120
G30764RR,124523520
G30764XF,156618811
G30771XN,171123466
G30781KG,91856850
G30786GZ,168362628
G30807YB,53356713
G30816RB,71297267
G30816RQ,53239751
G30832XJ,91849785
G30844CL,156615166
G30857WQ,71297611
G30862PA,91852027
G30868KJ,71298088
G30871VQ,91862786
G30880PX,91845076
G30880RA,91851861
G30880YI,91856503
G30897RJ,91857233
G30901GC,91847922
G30913DJ,91862827
G30915AU,71297438
G30917DM,91847566
G30918DT,168362643
G30925FN,156618864
G30925QW,91861425
G30933VG,146017388
G30941LW,91847392
G30945GQ,91859647
G30957DJ,168362649
G30966TU,91857019
G30969JI,91857696
G30975WS,146017619
G30982YZ,91857909
G30996QM,91857415
G30998FW,91847894
G31010RQ,156614859
G31019WF,91862024
G31020MO,91860275
G31032XG,91858997
G31037WG,91852179
G31040SL,91845093
G31041QW,91853737
G31042LK,91846985
G31060JS,91861788
G31096CF,77908755
G31106GH,25061953
G31116GS,91849535
G31117AK,124201485
G31119YY,70698386
G31135WM,56836112
G31156QG,91858035
G31175IC,91850274
G31183DQ,91855429
G31186LT,91845890
G31196DF,91849233
G31209FL,91850151
G31213GU,91858954
G31218GY,91852452
G31220IW,91851152
G31224UP,91851199
G31230OV,156614381
G31235IJ,91857317
G31237MZ,91857188
G31248ZH,146017640
G31249PS,91847271
G31251TF,14389187
G31260VK,101754095
G31265VL,71297362
G31294RU,146017387
G31310QH,78053107
G31317BJ,10129572
G31323MO,91860439
G31331FO,91861952
G31331MX,91851403
G31337GK,91845870
G31341TO,118705449
G31360PH,91857482
G31373ZL,156614512
G31374ZJ,20705981
G31377ER,146016593
G31379FM,91850885
G31385PY,91847047
G31387PS,156618427
G31404TK,91851441
G31408VE,95054972
G31411GR,91858400
G31416KB,71297425
G31421EZ,91859573
G31422IN,171123502
G31423NL,91849468
G31432OQ,91859998
G31457FJ,71297246
G31470NX,91855395
G31490MN,91848494
G31493NN,91859046
G31494OZ,156614641
G31512VZ,91853565
G31513EC,156615889
G31516NT,91861133
G31520YP,146016873
G31531YC,91847985
G31532GK,146016799
G31540AF,71297964
G31540HC,71298496
G31555TF,146017589
G31559RO,71297965
G31564ST,56635286
G31565JD,91854985
G31567WT,91851209
G31585DH,906
G31587OK,71297860
G31601FB,56623159
G31604HF,91848895
G31606TH,91858299
G31616YD,91846474
G31627MW,91846378
G31627RU,156617178
G31627XJ,156614663
G31637BB,91854513
G31640LV,156615148
G31649CJ,91849295
G31662BR,91857699
G31668AP,91850384
G31670BC,156614676
G31674LC,53239715
G31679YU,91855662
G31681LQ,156617941
G31686QZ,91860443
G31692TJ,91854365
G31697GW,156615136
G31703US,91847973
G31709QL,51351691
G31713XX,91859880
G31716EV,91854233
G31720WP,91846225
G31723GX,171933407
G31726JG,134824546
G31734OS,56927779
G31736BK,25257164
G31740OZ,91855919
G31757OG,91847727
G31761VE,24812250
G31766PS,171933408
G31767KB,91862403
G31773JI,91852444
G31776ML,91859096
G31806MI,91854265
G31808DK,3063700
G31814JO,156614971
G31814VP,91862497
G31816HU,91854931
G31822CM,91847291
G31831UH,91861020
G31849TV,91846908
G31865AG,70698314
G31865PO,91850180
G31872JZ,168362828
G31883CF,91858694
G31884XL,91861519
G31886NL,91858623
G31890BE,86291146
G31894FR,156615153
G31943KG,91861094
G31957VC,91856116
G31962YX,91853642
G31991IV,91853261
G31993QW,71297784
G31994GC,91857916
G32026LV,71298449
G32057WN,91849382
G32061UE,91856523
G32065BG,91853826
G32078TL,156618702
G32079YD,91858990
G32081WS,70698323
G32082KI,91859403
G32093IA,156616458
G32094CS,91846859
G32101VR,102275218
G32108RV,168362867
G32112SX,91857031
G32113QD,91857044
G32114CQ,156616922
G32116UD,156614527
G32149KV,91861265
G32152BH,91853954
G32156DB,156614955
G32156ZV,91848539
G32165MO,91858265
G32166DQ,91845928
G32167RW,91852528
G32173NW,91845205
G32190EA,146016818
G32195ZW,168362884
G32201IL,91854841
G32202OT,91862361
G32205XM,91860366
G32208BE,91859459
G32215KN,91848490
G32216IU,91848540
G32218QT,156617787
G32218WF,146017212
G32225VS,91853857
G32227EH,91845208
G32227WH,168362888
G32237WQ,91855153
G32252UW,91846456
G32253EE,156618448
G32253LY,146017773
G32254QI,73427363
G32283ZK,91845850
G32287FD,156618907
G32289FM,91855286
G32305RZ,91851529
G32315XS,91845397
G32324QA,156614500
G32327EF,91856338
G32357CK,91858566
G32358YV,91845081
G32364DF,91846437
G32364QK,156619136
G32371XG,91858713
G32377GZ,91849259
G32386AG,91845764
G32391RG,91859735
G32395UL,146016251
G32397EL,91845538
G32405GG,146016672
G32417DU,156616102
G32417JV,146015666
G32418LI,168362931
G32426JY,91856393
G32430MQ,12275066
G32437SG,91856784
G32452EX,171123563
G32461GF,91845638
G32470YM,46237288
G32472DJ,91850006
G32473MI,91848916
G32473OI,146015502
G32483HZ,91859934
G32484KU,91853339
G32510IZ,71297871
G32517DG,229
G32526BV,168362950
G32534CS,101754556
G32540JJ,91854495
G32548LF,171123573
G32556JI,91859836
G32566HO,168362962
G32586BA,91855282
G32588AA,71298147
G32590UP,146017271
G32592IB,91855894
G32611KT,91859441
G32635UJ,13846926
G32646BW,71297896
G32648IV,146016284
G32648VR,91847359
G32654US,156619135
G32659RY,91855409
G32665EN,91857717
G32679VL,53356701
G32685CP,71297240
G32685NO,91857821
G32696NX,91861019
G32698HD,91848672
G32699RJ,168362988
G32704TW,91861245
G32708SB,156618546
G32715TG,71297255
G32722PR,70788968
G32723SL,70679172
G32726WH,91850991
G32735YJ,146016644
G32744YO,71297772
G32758HZ,91848293
G32761XQ,91856287
G32763DX,91856298
G32767PS,91851196
G32773JJ,91861243
G32776KY,91850756
G32779JS,71297770
G32780LD,91860868
G32781PL,91862669
G32791GB,91859385
G32795LG,156617653
G32796RQ,10187357
G32801HX,91862498
G32802UG,156616938
G32808NL,146017885
G32816HT,91856485
G32818XV,146016994
G32820BV,156614734
G32829CA,56836681
G32829EU,91850116
G32834DN,156618533
G32851DU,91861580
G32851KR,91850259
G32862WC,146017977
G32863IR,146017232
G32867PR,91847932
G32877EI,156614404
G32883QH,91859040
G32889SE,70678941
G32910OR,156614629
G32914EP,156615665
G32915BP,91861334
G32927FC,91857055
G32930BG,91855728
G32944VN,91861862
G32948PW,71297237
G32968SR,53262375
G32969VW,14647411
G32977ZV,156614833
G32981ZX,146016285
G32986TN,21606994
G32988OE,91845425
G32995JP,168363035
G32998WQ,91861061
G33001NX,156618878
G33012HL,91858674
G33018IJ,53239708
G33020YH,91848462
G33023MY,96357975
G33024FX,71298211
G33030OB,71297326
G33033DC,171933411
G33033YR,91854712
G33047PQ,56836599
G33052SB,91850043
G33066WV,71297341
G33068BF,146017101
G33070IY,71297679
G33082JZ,156618881
G33085GB,156616434
G33088NO,171123603
G33088YO,91848664
G33089BG,91860989
G33101CG,91857048
G33127ZT,91850251
G33129LQ,91846343
G33150PJ,91855769
G33159AG,146017466
G33181YZ,171123607
G33188UJ,71297981
G33192XL,91851771
G33199CK,171123609
G33202JT,91856097
G33202XC,156614428
G33205DY,91846476
G33224VN,146016516
G33227IS,91853960
G33236UO,91850644
G33239KQ,9548800
G33241WC,91849334
G33244HE,91854080
G33246GQ,156616099
G33249PE,91857747
G33255ZB,156614551
G33262YZ,146017095
G33271XM,91857424
G33273UQ,71297377
G33275DG,71297349
G33286MK,91859728
G33294DV,91845373
G33303XH,91858543
