glytoucan_ac,pubchem_cid
G50660UT,91858974
G50665PM,19766671
G50666DF,91855974
G50685MJ,71298374
G50690RS,91852446
G50695RX,91860199
G50706US,156614523
G50708OX,168366589
G50708YO,146017320
G50709EY,156619260
G50709IS,91845444
G50714RV,156618329
G50728CA,91846322
G50730KL,91861642
G50731QB,146017748
G50733RG,91847687
G50734LV,91860969
G50737AO,91861941
G50739TK,91859866
G50755IT,146017730
G50762GU,91853666
G50762OP,71298272
G50775RM,91854958
G50777HT,156618524
G50779LX,91828258
G50782CE,91854727
G50782HI,71297927
G50790RU,146016646
G50792NR,91853865
G50804BU,101744992
G50807OM,91848760
G50808YS,91858071
G50809LR,91849738
G50829CY,91855306
G50842MS,156618473
G50845UM,156618740
G50847MW,101102030
G50850NI,444885
G50855DY,91849700
G50855RB,156614969
G50866KI,91857741
G50878XZ,171124532
G50880EE,71297562
G50882AV,156618144
G50886AE,52921594
G50887TF,91861188
G50896EJ,71298411
G50896KE,91860805
G50899UD,91860945
G50902RD,91859490
G50903CR,91847058
G50905UI,156615094
G50911OK,91852163
G50915WK,91849499
G50926NK,146016968
G50933UG,91858799
G50943ZX,146017591
G50950LE,156614805
G50962LI,91849631
G50977JR,91856647
G50997KD,91861110
G50999TP,91844985
G51012XH,91847459
G51018GI,91852406
G51018LC,91856134
G51020FB,146016395
G51034LA,91851041
G51043SI,102589507
G51045MH,91856335
G51048YI,75995784
G51050LD,91848341
G51066TO,146017771
G51071LC,146017003
G51074KT,156617777
G51080VE,71298151
G51091HB,91850619
G51093RA,91852292
G51096RK,91850287
G51098AA,146016398
G51113GH,71774137
G51114IJ,146015459
G51119AC,156616443
G51119RL,91854611
G51122PB,156614332
G51123DJ,156617620
G51123VI,91858956
G51129KH,156614770
G51131QL,70680282
G51131QP,146016175
G51132ID,156616487
G51136LJ,156617604
G51138SQ,91851140
G51140AE,91853458
G51162XR,91828222
G51168AJ,101504178
G51168CH,91861980
G51168MK,156617785
G51175PR,156618918
G51176DS,70678698
G51192NL,71298157
G51197ZR,91854019
G51208JJ,91860106
G51209GW,71297433
G51212OK,91851979
G51212WC,168366687
G51214CJ,91861466
G51216AJ,71298487
G51216JN,91848154
G51216ZQ,91858529
G51247FZ,91853420
G51256ID,11105941
G51264BB,91848665
G51270KS,130329762
G51271RR,168366702
G51274LI,91846254
G51287TZ,91846687
G51294LX,91847636
G51316WJ,91850977
G51318YG,146017398
G51324IF,91852388
G51331BY,9800166
G51333KM,71297698
G51333QH,67824359
G51333ZI,91857381
G51338PC,73443024
G51340HW,146015745
G51341NP,168366718
G51343UJ,91853579
G51347YJ,91859923
G51352HP,10053824
G51367TM,91858551
G51378TN,156615036
G51378YV,168366730
G51379UR,44263858
G51391PY,91853632
G51403AG,91855177
G51411MW,156617371
G51412PR,91858957
G51422BS,46173707
G51442XD,91858015
G51449OW,24826308
G51468GL,168366743
G51473GI,91856622
G51480BE,44611402
G51482CR,91852565
G51490BW,91846316
G51496XD,9927340
G51500KY,91850367
G51502JK,91850298
G51508PW,102145405
G51512RL,91849037
G51513MG,91859463
G51518AE,146017798
G51525PI,75305627
G51535NO,439730
G51546IB,168366758
G51554PH,71298495
G51559XJ,21226157
G51562OR,91851101
G51586EE,71298409
G51591NI,5288361
G51602JA,91856372
G51624KI,146017749
G51646FM,91850087
G51649UG,91862071
G51654CU,91845676
G51661GQ,91861643
G51670CS,91849873
G51677AC,168366782
G51677OC,91850004
G51678TA,146015960
G51688VK,91852241
G51699SI,56836111
G51699UE,156614339
G51707UA,156615718
G51709UX,168366793
G51710QD,71297904
G51722JC,46931167
G51725SG,168366798
G51744MD,53356710
G51747MD,146681074
G51768ZH,91855592
G51771NH,156618526
G51773AH,70679020
G51774AT,146015738
G51778NN,91857275
G51784HB,156618377
G51785FW,91825602
G51789EV,168366810
G51793MY,70698328
G51795VM,71297614
G51799AX,146017873
G51809TM,71298342
G51817XM,91852931
G51820VK,91855160
G51842SQ,91846264
G51852UU,14389185
G51855ZY,91826584
G51862BI,91847654
G51871KA,91852536
G51871PB,91858201
G51872EK,168366827
G51872XG,91848682
G51881BN,91857814
G51891DI,71297741
G51891WI,146015504
G51894FQ,91849961
G51896IF,91854445
G51898HB,91848739
G51911JA,70698324
G51921JZ,91852495
G51921XC,91846653
G51924QO,91851501
G51926AT,168366838
G51930XP,91862369
G51941HK,91862772
G51941IR,91846621
G51942VF,71298179
G51943SD,49850195
G51945PF,91856218
G51947OY,71298321
G51956RJ,91846192
G51957KZ,91861395
G51963NX,71298146
G51964GO,49852453
G51971TR,91847682
G51984GX,146017131
G51984QE,156617616
G51987NK,146015706
G51989XT,91859509
G51992CI,91847201
G51994GS,91853532
G52008RJ,91846221
G52012YH,97302379
G52013SF,91853801
G52014JR,91858087
G52025QG,102077549
G52026NB,56836110
G52032GO,4687495
G52034SY,91848588
G52045RC,91854959
G52046GM,91851573
G52051HO,91855787
G52056FF,156614704
G52060AP,91848388
G52067GK,74539973
G52068VK,91828226
G52070NB,146015460
G52070UO,71297306
G52080EW,91846395
G52080WL,91855828
G52092BL,168366869
G52095QZ,156618475
G52102FU,91856683
G52106FW,91856801
G52112MC,71297748
G52120GQ,91849477
G52120NK,91860869
G52136RE,78052852
G52144RR,156614436
G52146XU,91852199
G52153CS,91845984
G52153HP,91862113
G52154FO,156616087
G52160KJ,91846541
G52179QP,91856854
G52179YJ,91857651
G52187WF,49864586
G52191YP,91852853
G52201VL,91861478
G52210JX,91862005
G52216BO,91861971
G52217QW,91846726
G52224MB,156618876
G52236XX,91846014
G52249WE,168366897
G52254NV,168366900
G52260VY,91845231
G52262VT,71298434
G52266YB,91854844
G52273YQ,168366905
G52284QB,171933448
G52286UI,91852115
G52293LN,146015853
G52303GC,156614384
G52311XA,91854960
G52315WT,171124602
G52318OF,71298428
G52322TF,156618334
G52324RX,91853940
G52331OF,91849612
G52333AW,156615080
G52333FC,146017511
G52333TF,156619094
G52336LJ,146017635
G52343HW,122225548
G52345FK,91851102
G52348KP,168366921
G52350KW,91846821
G52362IF,91856027
G52370OE,91845790
G52380IS,156614547
G52382YP,91849274
G52383QH,91845311
G52388RL,91854150
G52401PP,156618310
G52402OJ,168366933
G52411QF,3344369
G52428MJ,91847095
G52428YY,91848056
G52441NC,91848791
G52460PC,71298101
G52461YB,91857433
G52471BY,91855969
G52483OL,91845034
G52486LX,146015426
G52505EM,91856199
G52506TL,171124615
G52520MS,91849948
G52523DM,91853643
G52532IK,86291168
G52547JZ,71297434
G52558CF,71297633
G52558KX,91857009
G52608KW,91856379
G52610KC,91855381
G52621YN,91857243
G52633YA,91852242
G52645LW,91852511
G52663AD,91853188
G52667KU,168366985
G52676LZ,146016278
G52677OK,91851042
G52684JK,91858900
G52701KY,156615975
G52706OU,91862818
G52709PE,168366993
G52712IG,91849049
G52713HV,91828249
G52719CT,91855871
G52722MF,91851510
G52724WY,71297928
G52734GZ,102124824
G52747ZF,91849542
G52763AS,91852540
G52770HR,91857582
G52773SB,91872894
G52773YO,91852949
G52779ZS,91855006
G52789LB,11072407
G52793JJ,91858663
G52794ID,71298414
G52823DQ,77920913
G52831WI,12313177
G52833UW,156616262
G52834XF,91848239
G52839BU,91849500
G52845OO,156618519
G52845RN,91854059
G52868BZ,91846709
G52877MJ,91858715
G52880ZN,91851930
G52882GL,91849813
G52886CK,91859315
G52886RR,156614535
G52887ZR,91850765
G52892AY,91862715
G52892OT,146015792
G52896CF,91848311
G52902AR,146017097
G52904TE,91847371
G52904VK,91857878
G52916PO,91861126
G52928OQ,71297630
G52934AK,91856900
G52935RP,156615088
G52953EP,71298201
G52955AR,71554736
G52956BX,91852692
G52971DE,71297659
G52995QB,156618750
G53000BS,91845227
G53000RQ,91853866
G53002EK,91850407
G53004AU,168367051
G53013IT,156616449
G53016WG,91855922
G53017UR,11672642
G53031JB,91846132
G53031QB,146017142
G53032HU,91856582
G53038QN,91858644
G53054ED,156618882
G53064IK,91847437
G53072XH,91860365
G53081KU,91862381
G53082DJ,91850135
G53084MW,146015576
G53096UD,91848184
G53096WO,168367068
G53098FA,91853895
G53102EJ,91862198
G53131AX,137322221
G53151WW,156619330
G53154MG,168367077
G53162CM,91845514
G53168IY,91853165
G53170RJ,156617471
G53173PI,146015591
G53174YO,156617201
G53190JD,53239789
G53192UO,156617578
G53197YA,156617576
G53203KV,91851611
G53206FD,156614718
G53208AY,91858107
G53210KA,168367096
G53218AA,91851184
G53219BI,168367099
G53220ZS,71298412
G53221YL,168367100
G53230JC,156614434
G53238US,5288441
G53251NX,91859725
G53266MQ,155818788
G53272SL,91853468
G53275BQ,168367105
G53277CD,146017904
G53277JP,168367106
G53286JQ,91851364
G53288JQ,91854622
G53296VI,91846860
G53308XG,135191
G53320FT,123962
G53322JT,146016553
G53342MA,91859757
G53353OW,156616477
G53355NA,146016622
G53359WL,168367124
G53366RQ,91853520
G53389HW,156618690
G53394BX,91861546
G53396PX,91848284
G53402KW,5288739
G53404LB,91846136
G53410DD,53262329
G53428EC,91851847
G53433AN,91848765
G53441BO,91849179
G53446FI,91850431
G53447VR,156614791
G53450AF,146015424
G53454TA,156614603
G53456IY,91862502
G53471VF,91845105
G53472RQ,71298490
G53480FX,10234335
G53485VW,91853298
G53490OS,146017595
G53491UW,4474425
G53498KG,146016430
G53498YD,91850122
G53504BR,91861824
G53517XC,91860399
G53522BA,146016162
G53523XH,156617615
G53527OK,71298002
G53527TY,156616024
G53542OI,156614798
G53558DF,24936128
G53561PI,5289012
G53562KP,156615063
G53567BY,156617255
G53568QG,146016691
G53582JE,71297552
G53605PF,146017588
G53622BT,101051896
G53625EJ,71476884
G53635AG,91846088
G53638GP,91858421
G53652NA,156619146
G53655VS,91854987
G53662KB,91848723
G53667CH,91846789
G53667KB,91849687
G53681MK,91856573
G53709ZS,91861065
G53723TR,91853675
G53728DU,146016676
G53734CY,91856980
G53737KR,168367200
G53743TV,91852026
G53749RD,91855877
G53750DR,71297769
G53752TA,91853362
G53755TJ,91850584
G53778HF,91862824
G53779GK,91861899
G53791YN,91861658
G53800MQ,91860115
G53802DN,156614747
G53809CJ,71297710
G53809EF,91848921
G53809VI,91855845
G53810SC,91850224
G53812BX,91861537
G53812EH,91855911
G53834TX,71298213
G53854XZ,91848417
G53858MF,91850874
G53861OY,146016688
G53868KU,45480579
G53869ZZ,91851927
G53871AD,91849349
G53874UJ,91849291
G53878DC,91859743
G53880PY,91848844
G53882FN,4437003
G53898RP,93535604
G53899GT,91856273
G53909CK,91856680
G53909TO,156619247
G53922OR,91849848
G53923CR,168367225
G53923UR,71297533
G53931MC,91857357
G53933HU,91860248
G53933PW,91845039
G53938ZR,156614180
G53944MR,71297713
G53956RO,91859336
G53957WR,91861160
G53962WT,91847637
G53969KM,91862503
G53975GY,91845920
G53985AY,91859677
G53989JC,91846182
G53993HS,91860085
G53996MC,91859178
G54018RP,146016118
G54020TT,146016124
G54021WX,46878594
G54027IQ,50991541
G54042WO,156617262
G54046EC,9884439
G54062JB,57045116
G54063EK,77908984
G54064FW,168367253
G54067DW,168367256
G54067ZR,91856512
G54070UW,91845422
G54073XZ,91852006
G54079WP,146015926
G54083SI,71298427
G54087MP,91855591
G54092SK,91858781
G54094YJ,50909842
G54095RB,91852205
G54105KA,91860454
G54118CT,91826521
G54121EO,91862278
G54149OE,91846200
G54151YB,71297703
G54153YC,25069287
G54155ZJ,71311654
G54158IT,71297978
G54163UC,91851827
G54171AT,146017808
G54181UH,168367280
G54183MZ,146016686
G54189IW,91850117
G54195NF,156615150
G54197JC,91848938
G54198AU,91859392
G54198XZ,91847004
G54199ZM,91858958
G54215YX,91862849
G54245YQ,156615705
G54252SE,91850266
G54253UO,91855983
G54257VH,171124714
G54260SD,91850949
G54264AR,71298413
G54267NT,91847898
G54269AZ,91855519
G54278AD,171124719
G54278CQ,156615162
G54300AX,91862620
G54302TL,91857905
G54310EW,91855532
G54322HH,91848565
G54334WY,71298293
G54335XN,156614587
G54336AI,162987114
G54337PK,91861244
G54344GJ,91857963
G54369RQ,91856145
G54380FJ,71297565
G54388ZL,156617672
G54394ER,91854483
G54406UD,46906103
G54409FD,91856020
G54409JS,91856018
G54411RI,71297605
G54413TX,91851957
G54421JX,156617945
G54429MF,91847412
G54434IR,91856261
G54439SD,146016347
G54442GQ,91860330
G54451EW,91852477
G54454PL,46938168
G54457LW,91850665
G54458VQ,171124731
G54461DN,168367357
G54461SS,91852050
G54466RT,91861208
G54473IG,91849835
G54499HR,146016155
G54499PQ,91846869
G54501JY,156617852
G54504QF,91854961
G54505OS,146016800
G54507ZF,168367367
G54511PJ,91858552
G54511RE,146017810
G54513GY,171124733
G54513OG,91848197
G54516GH,168367371
G54531XM,91853630
G54539NT,171124735
G54542VV,91858754
G54555CN,91858213
G54556LG,156614600
G54561II,71298295
G54567NU,91859656
G54575IS,171124737
G54584ER,156614703
G54585VU,71297266
G54590FS,91857847
G54599TH,91854421
G54604OG,53356680
G54606KH,91856291
G54611ZT,91861152
G54626GN,71297324
G54628BK,91848489
G54628UA,91862748
G54634UE,146015709
G54643MT,146017376
G54651DQ,91859344
G54657OK,156617792
G54676HM,91856009
G54683UA,91846910
G54685SU,91852749
G54688MS,91856454
G54699XI,146017844
G54706BB,91852640
G54709EN,91848872
G54715UD,91847508
G54716JG,91858991
G54721WC,91855226
G54732MH,91855675
G54733XO,91853791
G54741SP,91858020
G54742JQ,91862721
G54746NB,91861759
G54760IB,91850373
G54764AV,71297588
G54765AR,91846559
G54771ZD,91860356
G54774KV,168367427
G54775DO,156618884
G54795DL,91858966
G54818JE,91857194
G54822MZ,91860044
G54826OZ,5289011
G54833IG,91850138
G54833SQ,71297406
G54847BG,146017485
G54849AP,91861869
G54850EO,156616480
G54867OT,67683356
G54896JZ,91849977
G54937EM,91849523
G54945DX,71297353
G54950JZ,91846241
G54953IZ,91861399
G54953LX,91847117
G54956ME,91848060
G54961LP,91858553
G54963QY,156618726
G54970OI,146015554
G54976AD,6602503
G54977LV,156614905
G54986EB,91860671
G54986YK,50991636
G54989ZM,91859208
G55005SM,146015610
G55008YC,49852370
G55013TE,156619099
G55015QS,146015944
G55025YG,168367470
G55026RI,146016759
G55028LV,11766495
G55040LT,91861448
G55041IW,91845286
G55051BJ,91857119
G55051FB,91858095
G55051LE,91850577
G55052FS,156615944
G55055JS,156615078
G55061AW,91852890
G55063UO,91851921
G55065WV,91850857
G55070AA,91845667
G55086SI,91858447
G55098MO,156616123
G55104BW,71298270
G55104KB,91851113
G55113IT,57683987
G55126WZ,91856921
G55129DT,146015877
G55143WF,91848566
G55144QZ,91850911
G55146EO,146017341
G55146FI,91860674
G55147XG,193406
G55152EE,171124757
G55153IW,91857171
G55155UP,168367498
G55157XP,156616192
G55184GH,91849219
G55184IL,91854892
G55186PG,91847301
G55192VG,91848343
G55203KL,15601626
G55205ZV,49852424
G55220VL,70698382
G55223IP,91861317
G55224UQ,168367508
G55226UG,257003
G55231NA,91845472
G55251MD,132274128
G55258MY,91861505
G55259BS,91853038
G55273EV,56836760
G55283BR,3514701
G55291GZ,91846579
G55298KW,91848315
G55302NK,102035663
G55302WQ,91853766
G55308EU,156616427
G55314RK,91859098
G55327VV,91859575
G55331KX,10077784
G55331YF,71298396
G55341SI,22796170
G55360MM,91857474
G55360NR,91849889
G55368ZV,101407490
G55373FB,11969000
G55396DW,91846193
G55402MT,91857182
G55403JP,68977341
G55407TJ,91850739
G55414RN,168367545
G55429NZ,168367547
G55430RE,91846247
G55459MJ,91853767
G55479DB,91859518
G55480NU,91845893
G55481KF,71297531
G55487DR,91848646
G55487QV,156615006
G55491EO,168367561
G55492PI,91848070
G55503MY,156616277
G55509JZ,25233553
G55525GN,9812414
G55555OK,50909828
G55559HZ,146017492
G55561ID,91860718
G55561NA,91847413
G55569JR,91845924
G55583HW,91858832
G55600PH,91862855
G55601IV,53262308
G55608CO,168367585
G55615MV,156614342
G55625OR,78052822
G55628KZ,91853530
G55638XL,71298502
G55645TD,91861229
G55648EK,91859415
G55658LR,156618674
G55659LV,91858340
G55668BX,101927483
G55693GF,146015719
G55710II,146015604
G55715TB,101121604
G55715VV,168367608
G55728EM,91849356
G55730AF,91859372
G55738TQ,54238576
G55743SL,156615041
G55763HW,156617742
G55773MR,171933455
G55782QX,146017759
G55786MG,91845340
G55791XL,156617580
G55792AU,91850705
G55801YT,91857060
G55803NG,91858914
G55807JY,11614319
G55828KH,156614983
G55829QO,91862655
G55832RR,91857195
G55840CA,71298238
G55846BH,78052374
G55861FV,91860658
G55866KK,91850311
G55867TY,91854208
G55879PV,71297675
G55880FX,91862428
G55904KW,91862351
G55914PY,639461
G55929FR,91862060
G55950MY,91850888
G55953GF,71297555
G55954SF,11458
G55958KV,46906086
G55967QW,53810987
G55974RB,146017357
G55979JS,91847469
G55986BC,11375553
G55986UN,91852243
G55992IN,156617513
G56001PU,91849048
G56008CK,91852990
G56011JM,91845926
G56014GC,91860912
G56017EH,91858093
G56026PA,91856838
G56038AR,91860775
G56042JM,71298402
G56045WU,91852915
G56049DU,91850088
G56052QV,70788975
G56059PK,91851387
G56062OE,168367680
G56067ON,91857466
G56073QF,146015503
G56077PT,91851461
G56082OV,91859382
G56095ZZ,71297663
G56103JS,165415510
G56111FM,91850024
G56133NW,146016870
G56140AE,91854292
G56144XM,168367707
G56147VV,91857912
G56149VT,91860703
G56163DR,71297530
G56165QA,168367714
G56173OR,91849150
G56175ED,71297437
G56175MM,71297951
G56181LZ,91848016
G56202KK,91849822
G56202TA,11400707
G56236GF,91847792
G56247IK,168367731
G56263MG,91846580
G56265BA,91862704
G56268BR,91854110
G56269EA,156614938
G56271ML,71297749
G56271TF,91847202
G56279RU,90319263
G56283XV,91845776
G56285KF,91849994
G56286QY,91853221
G56293JI,91852244
G56299XO,11072436
G56302TD,91855846
G56310WZ,168367743
G56318NV,91849773
G56329KE,146016697
G56330VH,75986620
G56336GK,72200839
G56339QG,156614576
G56340EB,91848304
G56340GX,91858776
G56354PO,91860183
G56356JF,14841535
G56361TC,146017674
G56372FJ,91854726
G56376TA,91861109
G56381GU,91860954
G56390QA,91845109
G56394QM,171124823
G56413FX,56836311
G56418NV,91857666
G56424ZD,91856074
G56443JQ,168367768
G56478LD,91845742
G56480ZT,146017769
G56485SI,146015397
G56492IM,91853562
G56499YQ,146016796
G56512IR,91853206
G56516KW,91860637
G56516VH,9963744
G56517QL,91861808
G56519EN,168367782
G56526JU,91849786
G56528XC,91855492
G56529CD,91853639
G56546AC,91845296
G56547DQ,49804403
G56549DH,156614494
G56553LA,168367789
G56575BH,146017911
G56577TY,91846909
G56585LJ,91846727
G56591LC,91845801
G56603CK,171933458
G56618GA,171124836
G56621NM,156614639
G56621YQ,91845211
G56643UD,10124355
G56653RI,71297456
G56657CK,91858921
G56657VE,91858912
G56670LK,68812359
G56682BC,56927753
G56688OU,91858709
G56691CA,156617372
G56692NU,91860012
G56693OB,9828868
G56703XH,71297758
G56707GO,91845696
G56720TK,71296140
G56734EJ,156614873
G56737NO,91848589
G56748EO,91846947
G56749GV,91852779
G56756FT,71297499
G56756HZ,65127
G56757GN,156617651
G56759YI,168367822
G56791SN,71297899
G56807EB,91852767
G56809FB,91847866
G56811RE,91857992
G56830SM,91857928
G56852BX,71297755
G56867YK,91849828
G56868BH,91856416
G56869RQ,91857369
G56871FW,91860678
G56872WZ,74326467
G56879CD,156617603
G56893CG,156614965
G56896RW,91857915
G56901CH,91850816
G56907CZ,156618469
G56911EO,91854937
G56912OP,91850912
G56913CG,146016547
G56915DR,91850323
G56920CK,91855469
G56923VL,168367855
G56931MP,168367859
G56933NO,56836240
G56936OK,91850461
G56946CM,91848853
G56953UR,168367863
G56960KY,91857172
G56961QY,91854457
G56963QZ,71297945
G56970JS,156617723
G56977BH,91850913
G56978EC,91857790
G56988MG,91860120
G56999DB,156617641
G57007FO,91861256
G57020ER,91855525
G57021TB,11979165
G57024DB,156617492
G57039PS,91860668
G57040DY,91851894
G57046HW,91850914
G57048EH,91850700
G57051HS,171124854
G57051OG,91846758
G57068ZS,91860152
G57075KG,91860571
G57075OH,71297903
G57081XV,91861660
G57082ZE,156618355
G57083FO,91854507
G57084IU,91855416
G57092OJ,91858625
G57105RK,14605931
G57117TO,91852245
G57130DY,91853706
G57130XG,91851770
G57137KP,168367901
G57140NY,171124861
G57144YM,91858848
G57156ZZ,91853645
G57158CS,91858364
G57165JP,91851530
G57166CI,91848606
G57176CE,125033102
G57176EL,91855709
G57184TT,91852423
G57208CK,91849962
G57220BY,91848718
G57221JN,91862887
G57247BR,155903235
G57256DU,11238652
G57262WV,91855847
G57276IQ,146017036
G57278AJ,91852806
G57296XM,91850760
G57298SD,91856467
G57306WK,91848701
G57311FK,71297383
G57320FY,168367937
G57321FI,84265
G57322IK,156618553
G57331KL,49864585
G57338PU,91850387
G57345HS,91858462
G57379XJ,168367945
G57399QL,91849268
G57436AR,91849858
G57437LI,91847907
G57449OF,91859753
G57453XN,91854469
G57466KP,156614837
G57466QX,156616230
G57471CR,71298344
G57474XD,53245191
G57485LV,156617016
G57504TA,146016960
G57505PZ,156619303
G57519ZG,91856421
G57522JP,91849653
G57522MT,91854084
G57530IM,171124873
G57544ON,156618518
G57548NB,5288278
G57556LD,19690552
G57565TQ,146016677
G57568CV,146017088
G57568DI,91853303
G57580SM,91855829
G57584EE,163004094
G57591KJ,155818787
G57592QM,91853580
G57595UE,91856294
G57598XN,91853431
G57601AP,156615034
G57603HJ,168367993
G57612BV,168367995
G57617LU,137628370
G57626SM,71297544
G57666OY,10185565
G57671LP,91852841
G57672GN,171933460
G57672HD,171124879
G57672ST,156619284
G57675TR,91828240
G57681KL,10188612
G57685YG,91854300
G57696GW,91845175
G57705QQ,91854962
G57707WO,91862540
G57709BH,91855341
G57710SU,91855936
G57710XG,168368015
G57729TT,91828261
G57733JI,91855944
G57741SS,91849307
G57746CF,91861991
G57762GE,91860451
G57774GT,168368034
G57774MT,91862822
G57777LQ,91846685
G57779BA,91859134
G57803ND,146016876
G57815XD,91846918
G57824KO,71297408
G57832UA,146016302
G57835AK,91851795
G57839JN,18638037
G57843KJ,156614644
G57857CB,91846946
G57862OP,91860107
G57863LA,91860143
G57865XD,91857835
G57870OQ,102275221
G57875CW,71298203
G57879SW,139031812
G57881VN,91861870
G57887YH,91848674
G57891XD,70698310
G57920AK,91857222
G57920KO,78052740
G57929HT,168368060
G57930PW,91855756
G57932KD,91859508
G57937LQ,91852410
G57941UT,156614559
G57943ZV,156616016
G57949TL,156619324
G57955DP,91860368
G57957UC,14284859
G57970NA,91855782
G57993RM,171124886
G58004KD,71298009
G58006UM,91845987
G58006XF,171124888
G58019RP,69715361
G58030JF,91860525
G58045AH,91848525
G58056YT,146015965
G58066JR,71298095
G58098OG,168368092
G58105JF,91851505
G58106KY,91853581
G58111YY,91845262
G58118PE,53832672
G58121OQ,91848922
G58143RL,91859225
G58161LF,91846808
G58161NS,79025
G58167CQ,91858959
G58167JD,24906326
G58167MV,91845896
G58169ID,71296179
G58183RP,91858123
G58192FP,91851848
G58195CE,71298328
G58198GI,91853078
G58198HJ,91854012
G58201IU,91854980
G58202EC,53262326
G58210PS,137628484
G58214IQ,91858938
G58216EF,71297829
G58217PN,171124902
G58217PP,71297874
G58223WL,91848858
G58232XB,70698330
G58233BW,91853143
G58236FD,71297654
G58237WZ,91850301
G58239DH,91856021
G58244GN,156614779
G58251YC,156617493
G58253LI,146017895
G58254CZ,91855984
G58255FK,91858509
G58257ON,91859935
G58267EL,91852753
G58274PS,156616251
G58276QF,71298416
G58281NM,156618662
G58281SK,91857183
G58293BE,91862590
G58306WW,98049165
G58325KK,91859416
G58328JK,146017670
G58329RP,129712475
G58331OS,91852523
G58336YA,168368135
G58339WU,168368136
G58350LJ,91858787
G58362DI,71298193
G58372NB,139031804
G58381OV,71297322
G58386YP,146015411
G58387VB,91847928
G58399HX,53262298
G58402CL,146016629
G58403SV,91850046
G58414HI,91850513
G58422AR,13938911
G58422UX,156614351
G58423BB,91849501
G58428QZ,168368153
G58450MK,25061716
G58452XH,91854060
G58473KL,91850376
G58473ZD,91852356
G58474MY,21627869
G58486ZT,146016140
G58489WT,71298099
G58501OI,91850053
G58505HS,91847203
G58507AZ,53239769
G58516UP,156614411
G58517TJ,71297728
G58517VR,91862744
G58522OL,91853275
G58526RE,91847170
G58526TR,168368170
G58537BJ,146016121
G58546WR,91846346
G58547FH,91858724
G58571IP,71297872
G58576QI,91848528
G58576YF,91858114
G58577QT,156618300
G58580BP,91847877
G58582QS,91847849
G58585VA,156614812
G58590MR,71298269
G58598ZJ,156617790
G58611OO,156617762
G58612ZQ,10206531
G58631QJ,91854668
G58645HA,54333164
G58647TP,440330
G58654YT,91846964
G58655LE,168368193
G58667NI,91852731
G58668GU,91850250
G58670TY,156614662
G58683GH,71298302
G58686JL,146017822
G58695FX,91855645
G58702GH,91972214
G58746AB,91860740
G58759ZL,91853753
G58768FH,91851445
G58773TI,91862778
G58780EA,156614633
G58792HK,156614811
G58793GF,71298218
G58807XI,91845573
G58808TX,71297760
G58809AD,91851407
G58810CD,25144836
G58814JC,146017914
G58815WR,168368222
G58824LL,71297621
G58824SI,91855064
G58827HR,91848387
G58834YQ,91848153
G58839SI,156616954
G58846EV,71298214
G58859HD,91851989
G58879KH,5288770
G58887UO,71297912
G58890ZT,91860091
G58896AZ,21670519
G58911SS,91858841
G58918TF,91859909
G58921NR,91861264
G58923UP,49852449
G58923UV,91845026
G58931VV,91845366
G58955OJ,71297486
G58956TM,91825702
G58969RU,91855383
G58972ZH,91859298
G58978IW,156618356
G58980RJ,91845463
G58990PX,146017644
G58990QD,91846317
G58992VJ,91849876
G58995TS,91845020
G58999IV,25062507
G59001FP,91861406
G59003TR,91852034
G59024DC,91862352
G59029AQ,156617459
G59029DL,91855700
G59036CY,91855261
G59041MP,71297882
G59047YP,168368273
G59052JN,91857033
G59055IP,91847675
G59055KC,91858170
G59065VC,91850835
G59067CX,156616420
G59081JJ,91853224
G59103JC,51351759
G59103LK,171124953
G59112NR,168368285
G59121IT,146015970
G59125FH,146015710
G59126YU,91859038
G59128IS,91862781
G59138NG,91847479
G59141EN,71297791
G59149SL,71297476
G59155GF,91848308
G59159PE,91858012
G59162JL,9962400
G59163SO,156617574
G59166SS,91855479
G59168YE,91859280
G59174HF,91850555
G59179WC,156615767
G59187NN,146015912
G59193IV,91859095
G59212FY,91857511
G59213AG,156618714
G59231NT,91856274
G59255VT,91851601
G59256VO,71297799
G59277TZ,146016548
G59280CO,146015553
G59297TA,102042775
G59300GC,91850258
G59303OX,10887738
G59306VK,91859137
G59311ED,91853637
G59318TC,146015457
G59342AI,11176527
G59345UT,71297866
G59354GZ,91846674
G59361OW,91858925
G59371ND,91860173
G59379AN,102124823
G59380PQ,168368338
G59406KS,91846289
G59412AX,156618357
G59428LH,156618311
G59430MJ,91854723
G59432OU,91851960
G59433DZ,118987287
G59448EY,91849554
G59451NL,91845019
G59454IE,91855539
G59456VR,91860338
G59458AW,91853756
G59466UY,91859417
G59471JC,91849860
G59471KQ,156614686
G59471TH,91858375
G59475MT,171124975
G59485OU,91856024
G59491WV,171933463
G59501TC,10300823
G59508TM,91855290
G59513YA,71297982
G59559GH,102275216
G59564NC,171124983
G59575FI,146016293
G59577RA,91853913
G59579TL,91858587
G59594CP,91854861
G59594RF,91857738
G59611UV,91851016
G59621EZ,156618563
G59635FY,91861189
G59636XZ,91861545
G59655FF,91856624
G59655SA,91857581
G59658KK,91861439
G59659CN,71298313
G59668UH,91855168
G59682AL,53262307
G59684CA,91849590
G59686NP,91854398
G59688ZS,91853416
G59712QJ,102079709
G59712UJ,91860331
G59714YK,101258512
G59716UA,91861218
G59724US,91850570
G59736KH,146016751
G59740UO,91861314
